0		-1707733.333333
1		-3415465.666666
2		-5123196.000000
3		-6830923.333333
4		-8538646.666666
5		-10246364.999999
6		-11954077.333333
7		-13661782.666666
8		-15369479.999999
9		-17077168.333332
10		-18784846.666666
11		-20492513.999999
12		-22200169.333332
13		-23907811.666665
14		-25615439.999999
15		-27323053.333332
16		-29030650.666665
17		-30738230.999998
18		-32445793.333331
19		-34153336.666665
20		-35860859.999998
21		-37568362.333331
22		-39275842.666664
23		-40983299.999998
24		-42690733.333331
25		-44398141.666664
26		-46105523.999997
27		-47812879.333331
28		-49520206.666664
29		-51227504.999997
30		-52934773.333330
31		-54642010.666664
32		-56349215.999997
33		-58056388.333330
34		-59763526.666663
35		-61470629.999996
36		-63177697.333330
37		-64884727.666663
38		-66591719.999996
39		-68298673.333329
40		-70005586.666663
41		-71712458.999996
42		-73419289.333329
43		-75126076.666662
44		-76832819.999996
45		-78539518.333329
46		-80246170.666662
47		-81952775.999996
48		-83659333.333328
49		-85365841.666662
50		-87072299.999995
51		-88778707.333328
52		-90485062.666661
53		-92191364.999995
54		-93897613.333328
55		-95603806.666661
56		-97309943.999995
57		-99016024.333328
58		-100722046.666661
59		-102428009.999994
60		-104133913.333328
61		-105839755.666660
62		-107545535.999994
63		-109251253.333327
64		-110956906.666660
65		-112662494.999994
66		-114368017.333327
67		-116073472.666660
68		-117778859.999993
69		-119484178.333326
70		-121189426.666660
71		-122894603.999993
72		-124599709.333326
73		-126304741.666660
74		-128009699.999993
75		-129714583.333326
76		-131419390.666659
77		-133124120.999992
78		-134828773.333326
79		-136533346.666659
80		-138237839.999993
81		-139942252.333325
82		-141646582.666659
83		-143350829.999992
84		-145054993.333325
85		-146759071.666658
86		-148463063.999993
87		-150166969.333325
88		-151870786.666658
89		-153574514.999989
90		-155278153.333324
91		-156981700.666658
92		-158685155.999989
93		-160388518.333324
94		-162091786.666657
95		-163794959.999991
96		-165498037.333324
97		-167201017.666657
98		-168903899.999992
99		-170606683.333324
100		-172309366.666656
101		-174011948.999991
102		-175714429.333323
103		-177416806.666657
104		-179119079.999989
105		-180821248.333323
106		-182523310.666656
107		-184225265.999988
108		-185927113.333323
109		-187628851.666656
110		-189330479.999990
111		-191031997.333323
112		-192733402.666656
113		-194434694.999990
114		-196135873.333322
115		-197836936.666655
116		-199537883.999988
117		-201238714.333322
118		-202939426.666655
119		-204640019.999988
120		-206340493.333322
121		-208040845.666655
122		-209741075.999987
123		-211441183.333321
124		-213141166.666655
125		-214841024.999989
126		-216540757.333321
127		-218240362.666654
128		-219939839.999987
129		-221639188.333321
130		-223338406.666654
131		-225037493.999986
132		-226736449.333320
133		-228435271.666654
134		-230133959.999987
135		-231832513.333320
136		-233530930.666653
137		-235229210.999988
138		-236927353.333319
139		-238625356.666653
140		-240323219.999986
141		-242020942.333319
142		-243718522.666653
143		-245415959.999985
144		-247113253.333319
145		-248810401.666652
146		-250507403.999984
147		-252204259.333318
148		-253900966.666652
149		-255597524.999986
150		-257293933.333318
151		-258990190.666652
152		-260686295.999987
153		-262382248.333318
154		-264078046.666652
155		-265773689.999984
156		-267469177.333317
157		-269164507.666651
158		-270859679.999983
159		-272554693.333317
160		-274249546.666650
161		-275944238.999983
162		-277638769.333317
163		-279333136.666651
164		-281027339.999983
165		-282721378.333316
166		-284415250.666650
167		-286108955.999985
168		-287802493.333317
169		-289495861.666649
170		-291189059.999982
171		-292882087.333316
172		-294574942.666650
173		-296267624.999986
174		-297960133.333315
175		-299652466.666649
176		-301344623.999983
177		-303036604.333315
178		-304728406.666649
179		-306420029.999979
180		-308111473.333315
181		-309802735.666649
182		-311493815.999984
183		-313184713.333315
184		-314875426.666649
185		-316565954.999981
186		-318256297.333315
187		-319946452.666647
188		-321636419.999982
189		-323326198.333315
190		-325015786.666648
191		-326705183.999983
192		-328394389.333314
193		-330083401.666647
194		-331772219.999979
195		-333460843.333313
196		-335149270.666647
197		-336837500.999982
198		-338525533.333314
199		-340213366.666647
200		-341900999.999979
201		-343588432.333314
202		-345275662.666646
203		-346962689.999979
204		-348649513.333313
205		-350336131.666647
206		-352022543.999982
207		-353708749.333313
208		-355394746.666646
209		-357080534.999977
210		-358766113.333312
211		-360451480.666646
212		-362136635.999981
213		-363821578.333312
214		-365506306.666645
215		-367190819.999977
216		-368875117.333311
217		-370559197.666645
218		-372243059.999976
219		-373926703.333311
220		-375610126.666645
221		-377293328.999982
222		-378976309.333312
223		-380659066.666645
224		-382341599.999974
225		-384023908.333311
226		-385705990.666644
227		-387387845.999980
228		-389069473.333311
229		-390750871.666643
230		-392432039.999976
231		-394112977.333311
232		-395793682.666643
233		-397474154.999975
234		-399154393.333310
235		-400834396.666644
236		-402514163.999981
237		-404193694.333310
238		-405872986.666643
239		-407552039.999974
240		-409230853.333310
241		-410909425.666642
242		-412587755.999981
243		-414265843.333310
244		-415943686.666642
245		-417621284.999975
246		-419298637.333309
247		-420975742.666642
248		-422652599.999974
249		-424329208.333308
250		-426005566.666642
251		-427681673.999980
252		-429357529.333309
253		-431033131.666642
254		-432708479.999970
255		-434383573.333308
256		-436058410.666641
257		-437732990.999978
258		-439407313.333308
259		-441081376.666641
260		-442755179.999974
261		-444428722.333308
262		-446102002.666640
263		-447775019.999971
264		-449447773.333307
